Nama,Harga,Terjual,Kota,Link
Pupuk Kalsium Super Cap Tawon 1Kg,Rp16.500,87 Terjual,KOTA BANDUNG,https://shopee.co.id/Pupuk-Kalsium-Super-Cap-Tawon-1Kg-i.155064136.9715448789?sp_atk=f2faf7fd-81eb-41ec-8822-7ef851ef61db&xptdk=f2faf7fd-81eb-41ec-8822-7ef851ef61db
Meroke Calnit 100 Gram - Pupuk Kalsium Nitrat (Repacking),Rp8.000,60 Terjual,KAB. DELI SERDANG,https://shopee.co.id/Meroke-Calnit-100-Gram-Pupuk-Kalsium-Nitrat-(Repacking)-i.40995872.6532790554?sp_atk=fc8c72ef-be58-4757-aa0d-891f13300a5b&xptdk=fc8c72ef-be58-4757-aa0d-891f13300a5b
Pupuk Kalsium Cair Verti Cals Anti Layu Dan Rontok 1 Liter,Rp30.000,240 Terjual,KAB. KEDIRI,https://shopee.co.id/Pupuk-Kalsium-Cair-Verti-Cals-Anti-Layu-Dan-Rontok-1-Liter-i.513912257.11132312121?sp_atk=0e4df71a-aa64-4268-a000-a76c7839d0fa&xptdk=0e4df71a-aa64-4268-a000-a76c7839d0fa
Pupuk Organik Cair Tanaman Buah dan Bunga 500mL  Kompos,Rp39.900,,KOTA JAKARTA BARAT,https://shopee.co.id/Pupuk-Organik-Cair-Tanaman-Buah-dan-Bunga-500mL-Kompos-i.370077379.21649145291?sp_atk=3c770b20-36eb-409b-90af-c24221f2776e&xptdk=3c770b20-36eb-409b-90af-c24221f2776e
Pupuk Tanah Humic Acid Penyubur Daun dan Batang Tanaman SOIL BOOSTER/ Nutrisi Tanah Pembenah Tanah,Rp44.800,7 Terjual,KOTA SEMARANG,https://shopee.co.id/Pupuk-Tanah-Humic-Acid-Penyubur-Daun-dan-Batang-Tanaman-SOIL-BOOSTER-Nutrisi-Tanah-Pembenah-Tanah-i.56077223.23208700354?sp_atk=35628b35-b52a-4a09-896c-abfc1a49d590&xptdk=35628b35-b52a-4a09-896c-abfc1a49d590
Liquinox Start Vitamin B1 Taiwan 100ml pupuk tanaman 0.1 liter Ori | Amerika USA mirip thailand trex,Rp26.712,"3,1RB Terjual",KOTA SURABAYA,https://shopee.co.id/Liquinox-Start-Vitamin-B1-Taiwan-100ml-pupuk-tanaman-0.1-liter-Ori-Amerika-USA-mirip-thailand-trex-i.316351219.3355234858?sp_atk=67e34f0f-d973-48c5-9b95-c48b5e26c9c9&xptdk=67e34f0f-d973-48c5-9b95-c48b5e26c9c9
PUPUK SEMPROT ORGANIK Berbagai Jenis Sayuran Dan Tanaman Hias / PLANTS FERTILIZER P11,Rp39.900,13 Terjual,KAB. SIDOARJO,https://shopee.co.id/PUPUK-SEMPROT-ORGANIK-Berbagai-Jenis-Sayuran-Dan-Tanaman-Hias-PLANTS-FERTILIZER-P11-i.924060178.17092305655?sp_atk=1a48f163-e5f2-4de7-9a64-c9bf1759d106&xptdk=1a48f163-e5f2-4de7-9a64-c9bf1759d106
CAL-HA (pupuk calsium dan asam humat) pupuk calsium+humit acit kemasan 1kg,Rp29.750,44 Terjual,KAB. KLATEN,https://shopee.co.id/CAL-HA-(pupuk-calsium-dan-asam-humat)-pupuk-calsium-humit-acit-kemasan-1kg-i.357843656.21236107694?sp_atk=8c0a8aee-7af2-474c-b57a-6f28183f6bbe&xptdk=8c0a8aee-7af2-474c-b57a-6f28183f6bbe
Pupuk Java Higros Calsium - 1kg,Rp36.000,4 Terjual,KAB. NGANJUK,https://shopee.co.id/Pupuk-Java-Higros-Calsium-1kg-i.543864983.23423031051?sp_atk=b10beb00-a601-426f-9b87-607b98068bd3&xptdk=b10beb00-a601-426f-9b87-607b98068bd3
Pupuk CNG CN-G Kalsium Nitrat Pak Tani 1 KG,Rp25.000,52 Terjual,KAB. PURWOREJO,https://shopee.co.id/Pupuk-CNG-CN-G-Kalsium-Nitrat-Pak-Tani-1-KG-i.15001736.13310919863?sp_atk=25353ce3-dde8-4ba7-b47c-7cc5ceddad45&xptdk=25353ce3-dde8-4ba7-b47c-7cc5ceddad45
PUPUK CALSIUM NITRAT CN-G PAK TANI 1 KG / CNG 1KG / CNG 1 KG / PUPUK CNG PAK TANI 1KG,Rp20.000,"1,3RB Terjual",KAB. PONOROGO,https://shopee.co.id/PUPUK-CALSIUM-NITRAT-CN-G-PAK-TANI-1-KG-CNG-1KG-CNG-1-KG-PUPUK-CNG-PAK-TANI-1KG-i.266572656.7464329994?sp_atk=d4423bc3-c667-4929-b208-3849687e57e6&xptdk=d4423bc3-c667-4929-b208-3849687e57e6
Pupuk Original Manohara Mesh Calsium Boron Fertilizer 1 KG,Rp17.990,448 Terjual,KAB. BOGOR,https://shopee.co.id/Pupuk-Original-Manohara-Mesh-Calsium-Boron-Fertilizer-1-KG-i.339500554.5663750206?sp_atk=a045a59e-ff57-4c3f-b749-06d9d21b1425&xptdk=a045a59e-ff57-4c3f-b749-06d9d21b1425
Fitomic Plus 500ml Pupuk cair dan Kalsium Makanan untuk Tanaman,Rp61.000,142 Terjual,KOTA MALANG,https://shopee.co.id/Fitomic-Plus-500ml-Pupuk-cair-dan-Kalsium-Makanan-untuk-Tanaman-i.170167174.5017334790?sp_atk=b4288eff-8929-49ea-b499-736d107621e4&xptdk=b4288eff-8929-49ea-b499-736d107621e4
Calsium boron Fertilizer manohara 1kg,Rp25.000,19 Terjual,KAB. LAMPUNG TENGAH,https://shopee.co.id/Calsium-boron-Fertilizer-manohara-1kg-i.394930957.18227158762?sp_atk=1dfebac4-bd18-431e-b3f9-1f8db4dafb16&xptdk=1dfebac4-bd18-431e-b3f9-1f8db4dafb16
Kalium Phospat Cair Pupuk Kalium Phospate Kalium Phospat Perangsang Umbi dan Buah  500 ML,Rp41.500,"1,5RB Terjual",KOTA KEDIRI,https://shopee.co.id/Kalium-Phospat-Cair-Pupuk-Kalium-Phospate-Kalium-Phospat-Perangsang-Umbi-dan-Buah-500-ML-i.100685559.5566011439?sp_atk=ff5a983a-1dc8-4a44-8885-4bb802a46fc4&xptdk=ff5a983a-1dc8-4a44-8885-4bb802a46fc4
Pupuk Calbor / Calsium + Boron KALSIUM SUPER 1kg,Rp23.000,388 Terjual,KAB. JEMBER,https://shopee.co.id/Pupuk-Calbor-Calsium-Boron-KALSIUM-SUPER-1kg-i.240913901.6692461449?sp_atk=fd8ad8e2-742e-4453-846c-3db5644fdaba&xptdk=fd8ad8e2-742e-4453-846c-3db5644fdaba
Pupuk KNO3 Crystal Kalium nitrat 1kg DGW,Rp40.000,918 Terjual,KAB. CILACAP,https://shopee.co.id/Pupuk-KNO3-Crystal-Kalium-nitrat-1kg-DGW-i.243180134.12406999072?sp_atk=f7fb10b1-3c2f-47af-8e5d-d45a8cc38ea8&xptdk=f7fb10b1-3c2f-47af-8e5d-d45a8cc38ea8
Fitomic Plus 500ml Pupuk Cair Mikro Lengkap Kalsium Boron Tanaman Buah,Rp60.000,15 Terjual,KOTA MAKASSAR,https://shopee.co.id/Fitomic-Plus-500ml-Pupuk-Cair-Mikro-Lengkap-Kalsium-Boron-Tanaman-Buah-i.6678187.12675906936?sp_atk=12861f46-78a6-45c0-8154-0ff922b20ea7&xptdk=12861f46-78a6-45c0-8154-0ff922b20ea7
BALICALS 1KG BALICAL SUPER CALCIUM Pencegah Kerontokan Daun Dan Buah,Rp20.000,1 Terjual,KAB. BATANG,https://shopee.co.id/BALICALS-1KG-BALICAL-SUPER-CALCIUM-Pencegah-Kerontokan-Daun-Dan-Buah-i.943934544.23422941769?sp_atk=222e3f1f-a154-4ab7-aace-30403bda77c9&xptdk=222e3f1f-a154-4ab7-aace-30403bda77c9
Pupuk Meroke CALNIT 1 kg Kemasan Pabrik Kalsium Nitrat,Rp31.500,81 Terjual,KOTA BANJARMASIN,https://shopee.co.id/Pupuk-Meroke-CALNIT-1-kg-Kemasan-Pabrik-Kalsium-Nitrat-i.275963029.14946368236?sp_atk=0e7da25f-10a8-42ee-8779-968f127afac3&xptdk=0e7da25f-10a8-42ee-8779-968f127afac3
Pupuk Kalsium Manohara @ 1 KG,Rp37.000,21 Terjual,KOTA PEKANBARU,https://shopee.co.id/Pupuk-Kalsium-Manohara-1-KG-i.273231110.6743381027?sp_atk=dfd6e848-cf9c-4025-b55f-4e8cd635a3a7&xptdk=dfd6e848-cf9c-4025-b55f-4e8cd635a3a7
PUPUK SPB 220 KALSIUM BORON PLUS MAGNESIUM,Rp10.000 - Rp21.000,8 Terjual,KAB. TUBAN,https://shopee.co.id/PUPUK-SPB-220-KALSIUM-BORON-PLUS-MAGNESIUM-i.104364311.17485919463?sp_atk=ebd13423-a23d-463b-8371-3257811b3149&xptdk=ebd13423-a23d-463b-8371-3257811b3149
JAVA HIGROS CALSIUM 1kg Pupuk,Rp48.500,25 Terjual,KOTA MEDAN,https://shopee.co.id/JAVA-HIGROS-CALSIUM-1kg-Pupuk-i.256890667.20836109063?sp_atk=c6af7baa-7cae-427e-b7c8-0460eeb06817&xptdk=c6af7baa-7cae-427e-b7c8-0460eeb06817
PUPUK KALSIUM NITRAT CNG 1KG - SAPROTAN UTAMA,Rp28.000,209 Terjual,KOTA METRO,https://shopee.co.id/PUPUK-KALSIUM-NITRAT-CNG-1KG-SAPROTAN-UTAMA-i.269179713.4553028248?sp_atk=7bf3220a-c2b1-4d3b-9747-a5c7258a4828&xptdk=7bf3220a-c2b1-4d3b-9747-a5c7258a4828
pupuk kalsium ManoHARA ® 1Kg,Rp25.000,33 Terjual,KOTA PRABUMULIH,https://shopee.co.id/pupuk-kalsium-ManoHARA-®-1Kg-i.126832358.10384608476?sp_atk=ec1582d2-213b-4058-9fab-a5f86dd3026a&xptdk=ec1582d2-213b-4058-9fab-a5f86dd3026a
PUPUK CNG CN-G KALSIUM NITRAT PAK TANI KEMASAN PABRIK 1 KG,Rp27.900,74 Terjual,KAB. PRINGSEWU,https://shopee.co.id/PUPUK-CNG-CN-G-KALSIUM-NITRAT-PAK-TANI-KEMASAN-PABRIK-1-KG-i.26782237.8173937458?sp_atk=aa36dd5a-5b68-400f-8d0b-b746d7c0885c&xptdk=aa36dd5a-5b68-400f-8d0b-b746d7c0885c
PUPUK KALSIUM ASAM HUMAT BORON MALIKA 1 KG BIRU ANTI RONTOK ANTI JAMUR- SARAREA PANEN RAYA,Rp35.000,,KAB. WONOSOBO,https://shopee.co.id/PUPUK-KALSIUM-ASAM-HUMAT-BORON-MALIKA-1-KG-BIRU-ANTI-RONTOK-ANTI-JAMUR-SARAREA-PANEN-RAYA-i.180399789.18973639509?sp_atk=34c3b823-439d-499b-ad0f-5fa9b2caf4d2&xptdk=34c3b823-439d-499b-ad0f-5fa9b2caf4d2
Pupuk Calsium Java Higros 1 KG,Rp39.000,,KAB. JEMBER,https://shopee.co.id/Pupuk-Calsium-Java-Higros-1-KG-i.301264463.22526230029?sp_atk=a9a2e171-a754-4053-b186-38d474bb8f2e&xptdk=a9a2e171-a754-4053-b186-38d474bb8f2e
KALMABITOR calsium cair Plus Boron & Magnesium 500ml,Rp25.000,369 Terjual,KAB. KENDAL,https://shopee.co.id/KALMABITOR-calsium-cair-Plus-Boron-Magnesium-500ml-i.18401868.2671285738?sp_atk=ef854453-6834-4a57-932b-16dde7ab96c4&xptdk=ef854453-6834-4a57-932b-16dde7ab96c4
Pupuk Calsium + Asam Humat CAL HA 1 Kg,Rp30.000,"1,7RB Terjual",KOTA BLITAR,https://shopee.co.id/Pupuk-Calsium-Asam-Humat-CAL-HA-1-Kg-i.232375292.17261204203?sp_atk=78520171-d902-45e0-b4fa-27b210845931&xptdk=78520171-d902-45e0-b4fa-27b210845931
Pupuk CN-G calsium nitrat pak tani kemasan Repack 100gram,Rp7.500 - Rp26.500,15 Terjual,KOTA JAKARTA SELATAN,https://shopee.co.id/Pupuk-CN-G-calsium-nitrat-pak-tani-kemasan-Repack-100gram-i.129906701.19525465841?sp_atk=7a69e4ff-7305-463b-bcc4-b29a73e7c26e&xptdk=7a69e4ff-7305-463b-bcc4-b29a73e7c26e
BLACK CALSIUM Pupuk Calsium plus asam Humat 1 kg,Rp32.000,,KAB. KLATEN,https://shopee.co.id/BLACK-CALSIUM-Pupuk-Calsium-plus-asam-Humat-1-kg-i.357843656.19872765233?sp_atk=5bae9caf-74c0-4d8d-aff9-e49848b0806c&xptdk=5bae9caf-74c0-4d8d-aff9-e49848b0806c
MANOHARA 1KG PUPUK CALSIUM BORON,Rp19.900,30 Terjual,KAB. GROBOGAN,https://shopee.co.id/MANOHARA-1KG-PUPUK-CALSIUM-BORON-i.280691561.21418651770?sp_atk=5eac2ca1-69e7-4c05-8b50-5e294c59f0e7&xptdk=5eac2ca1-69e7-4c05-8b50-5e294c59f0e7
Pupuk Kalsium Hara Garuda 1Kg Mesh 3500 Lebih Lembut dan Cepat Larut,Rp19.500,15 Terjual,KOTA BANDUNG,https://shopee.co.id/Pupuk-Kalsium-Hara-Garuda-1Kg-Mesh-3500-Lebih-Lembut-dan-Cepat-Larut-i.81166523.16132716102?sp_atk=f3ba0c44-7319-49cf-8011-b3b4403f7c56&xptdk=f3ba0c44-7319-49cf-8011-b3b4403f7c56
Pupuk Canita 1KG Pupuk Calsium Nitrat Cap Tawon Kalsium Nitrat,Rp22.000,96 Terjual,KAB. MADIUN,https://shopee.co.id/Pupuk-Canita-1KG-Pupuk-Calsium-Nitrat-Cap-Tawon-Kalsium-Nitrat-i.117703174.9744966504?sp_atk=97e85ab3-e1d7-4c34-92c6-e3b0bd1801ca&xptdk=97e85ab3-e1d7-4c34-92c6-e3b0bd1801ca
PROMO ORIGINAL!!! PUPUK CANITA /CALSIUM NITRAT CAP TAWON 1KG LEMBAB NO COMPLAIN,Rp10.599,122 Terjual,KAB. BULELENG,https://shopee.co.id/PROMO-ORIGINAL!!!-PUPUK-CANITA-CALSIUM-NITRAT-CAP-TAWON-1KG-LEMBAB-NO-COMPLAIN-i.475268183.18918187142?sp_atk=a20ab34c-0309-4d18-8fc1-12359f182f6b&xptdk=a20ab34c-0309-4d18-8fc1-12359f182f6b
PUPUK CNG CN-G KALSIUM NITRAT PAK TANI KEMASAN PABRIK 1 KG,Rp23.000,32 Terjual,KAB. TUBAN,https://shopee.co.id/PUPUK-CNG-CN-G-KALSIUM-NITRAT-PAK-TANI-KEMASAN-PABRIK-1-KG-i.272776284.7749912814?sp_atk=10f84171-6e83-4147-975f-e1964a1abb28&xptdk=10f84171-6e83-4147-975f-e1964a1abb28
Pupuk Calsium Java Higros 1 Kg,Rp47.700,210 Terjual,KOTA BANDUNG,https://shopee.co.id/Pupuk-Calsium-Java-Higros-1-Kg-i.7101245.6411759076?sp_atk=a8785b75-7e58-4ed5-8620-e945d8e38d61&xptdk=a8785b75-7e58-4ed5-8620-e945d8e38d61
Pupuk Calsium Super Cap Tawon @ 1 kg,Rp18.000,56 Terjual,KOTA PEKANBARU,https://shopee.co.id/Pupuk-Calsium-Super-Cap-Tawon-1-kg-i.110760982.5142361976?sp_atk=5e6ed4aa-8b29-4568-984c-933b09e04def&xptdk=5e6ed4aa-8b29-4568-984c-933b09e04def
Pupuk kalsium nitrat (calnit) CNG 1kg,Rp21.900,29 Terjual,KAB. KENDAL,https://shopee.co.id/Pupuk-kalsium-nitrat-(calnit)-CNG-1kg-i.84814669.18763848501?sp_atk=333fe6f2-0d24-4f10-bcd2-3eb48bfaa890&xptdk=333fe6f2-0d24-4f10-bcd2-3eb48bfaa890
CALSIUM HIGROS 1 KG,Rp38.500,20 Terjual,KAB. LAMONGAN,https://shopee.co.id/CALSIUM-HIGROS-1-KG-i.189591895.12209638058?sp_atk=2ba41ecc-e917-4302-b751-e99757715078&xptdk=2ba41ecc-e917-4302-b751-e99757715078
Pupuk Magic Super Kalsium plus Boron 400 ppm 1kg original,Rp20.000,77 Terjual,KAB. BANDUNG BARAT,https://shopee.co.id/Pupuk-Magic-Super-Kalsium-plus-Boron-400-ppm-1kg-original-i.226776798.13468641052?sp_atk=6df92141-586b-4b48-bcfa-239c88c7f8f4&xptdk=6df92141-586b-4b48-bcfa-239c88c7f8f4
PUPUK CALSIUM SUPER JAVA HIGROS 1 KG / HIGROS 1KG,Rp35.500,608 Terjual,KAB. PONOROGO,https://shopee.co.id/PUPUK-CALSIUM-SUPER-JAVA-HIGROS-1-KG-HIGROS-1KG-i.266572656.9146433750?sp_atk=9f9ad124-3eb3-4ebe-809a-d36f36bee0f0&xptdk=9f9ad124-3eb3-4ebe-809a-d36f36bee0f0
Produk Pertanian Calsium Maxi yaitu calsium murni untuk cegah rontok dan busuk,Rp35.000,12 Terjual,KAB. KEDIRI,https://shopee.co.id/Produk-Pertanian-Calsium-Maxi-yaitu-calsium-murni-untuk-cegah-rontok-dan-busuk-i.8317483.998118561?sp_atk=38c95cf2-d25e-4d22-8cf4-b2e517031e4e&xptdk=38c95cf2-d25e-4d22-8cf4-b2e517031e4e
CNG - CALCIUM NITRAT 1Kg CV. SAPROTAN UTAMA,Rp29.900,39 Terjual,KAB. HULU SUNGAI TENGAH,https://shopee.co.id/CNG-CALCIUM-NITRAT-1Kg-CV.-SAPROTAN-UTAMA-i.96657370.22402096594?sp_atk=c00f3787-364c-4bd4-bae4-3130258b2aec&xptdk=c00f3787-364c-4bd4-bae4-3130258b2aec
Pupuk Bunga/Kalsium CANTIK Kemasan 1 KG,Rp24.900,18 Terjual,KOTA JAMBI,https://shopee.co.id/Pupuk-Bunga-Kalsium-CANTIK-Kemasan-1-KG-i.589200768.15233856990?sp_atk=0b1b3034-b134-4848-9e93-3ffdefd9b82c&xptdk=0b1b3034-b134-4848-9e93-3ffdefd9b82c
Pupuk Boron Karate Plus Boroni 200 Gram Pupuk Kalsium Nitrat Perangsang Bunga Dan Buah Paket Berkebun Untuk Pertumbuhan Tanaman Murah Hemat Terjangkau,Rp7.000,42 Terjual,KOTA CILEGON,https://shopee.co.id/Pupuk-Boron-Karate-Plus-Boroni-200-Gram-Pupuk-Kalsium-Nitrat-Perangsang-Bunga-Dan-Buah-Paket-Berkebun-Untuk-Pertumbuhan-Tanaman-Murah-Hemat-Terjangkau-i.486584221.15749411222?sp_atk=6396d6bd-20a1-4155-b1ba-ad8c18990f86&xptdk=6396d6bd-20a1-4155-b1ba-ad8c18990f86
Tropicote 25 Kg YaraLiva Pupuk Kalsium Nitrat Yara Liva Kemasan Pabrik Granular Grade Instant,Rp412.500,,KOTA DEPOK,https://shopee.co.id/Tropicote-25-Kg-YaraLiva-Pupuk-Kalsium-Nitrat-Yara-Liva-Kemasan-Pabrik-Granular-Grade-Instant-i.135032082.22723624850?sp_atk=abd47fd3-598a-4da7-b89a-1186c8fdc025&xptdk=abd47fd3-598a-4da7-b89a-1186c8fdc025
NATURAL KALSIUM 99% 1KG,Rp24.000,15 Terjual,KAB. TANGGAMUS,https://shopee.co.id/NATURAL-KALSIUM-99-1KG-i.169286396.13959718613?sp_atk=2614be3c-f10d-46bc-a24a-06ba6af64bce&xptdk=2614be3c-f10d-46bc-a24a-06ba6af64bce
CABION 100 Gram (Calcium plus Boron) Larut air 100 persen Ca Bion Eurekaa,Rp32.500,"1,1RB Terjual",KAB. MALANG,https://shopee.co.id/CABION-100-Gram-(Calcium-plus-Boron)-Larut-air-100-persen-Ca-Bion-Eurekaa-i.20145629.3658395575?sp_atk=b369a6c9-ddd2-4350-b4e2-35975863e22c&xptdk=b369a6c9-ddd2-4350-b4e2-35975863e22c
Pupuk Kalsium Bubuk Kulit Telur Penambah Kalsium Untuk Tanaman Pupuk Kulit Telur 500 Gram,Rp6.000,33 Terjual,KOTA SALATIGA,https://shopee.co.id/Pupuk-Kalsium-Bubuk-Kulit-Telur-Penambah-Kalsium-Untuk-Tanaman-Pupuk-Kulit-Telur-500-Gram-i.113784125.7638213938?sp_atk=0927f69c-a3bd-4e6b-add0-e97a5d7384b0&xptdk=0927f69c-a3bd-4e6b-add0-e97a5d7384b0
Pupuk Kalsium Java Higros 1Kg,Rp44.000,55 Terjual,KAB. BOYOLALI,https://shopee.co.id/Pupuk-Kalsium-Java-Higros-1Kg-i.79434708.8412064498?sp_atk=603fd47f-09ce-46ec-b6e6-959b08c15378&xptdk=603fd47f-09ce-46ec-b6e6-959b08c15378
"""Calsium SEJATI"" mengandung calsium 99% kemasan 1 Kg",Rp20.000,161 Terjual,KAB. MALANG,https://shopee.co.id/-Calsium-SEJATI-mengandung-calsium-99-kemasan-1-Kg-i.50421327.3048862952?sp_atk=6b49fc10-1a88-4a53-bac2-e76805a44960&xptdk=6b49fc10-1a88-4a53-bac2-e76805a44960
Calsium Manohara 1kg,Rp15.500,22 Terjual,KAB. BOYOLALI,https://shopee.co.id/Calsium-Manohara-1kg-i.272321680.13329448953?sp_atk=7f0eaec8-9ef1-4b76-88b6-d5c2232119f7&xptdk=7f0eaec8-9ef1-4b76-88b6-d5c2232119f7
Pupuk Kalsium Boron Calbor 1kg 2500 Mesh Calcium Boron Tanaman Pangan Hortikultura Perkebunan,Rp14.900,134 Terjual,KAB. TUBAN,https://shopee.co.id/Pupuk-Kalsium-Boron-Calbor-1kg-2500-Mesh-Calcium-Boron-Tanaman-Pangan-Hortikultura-Perkebunan-i.63441381.7355176905?sp_atk=9a7d3b3d-e9b8-4e3f-bb26-38ddea5ffa7e&xptdk=9a7d3b3d-e9b8-4e3f-bb26-38ddea5ffa7e
Pupuk Kalsium Fortune - Bhumi Ratu Kemasan 1 kg,Rp24.500,8 Terjual,KAB. PRINGSEWU,https://shopee.co.id/Pupuk-Kalsium-Fortune-Bhumi-Ratu-Kemasan-1-kg-i.26782237.18656676049?sp_atk=6145a7b9-424b-4c49-8a9d-ec20b9698954&xptdk=6145a7b9-424b-4c49-8a9d-ec20b9698954
"FORTUNE 1 Kg OBAT HAMA PENYAKIT DAUN KUNING KERDIL PADI PALING AMPUH Bisa untuk Daun Kuning Pada Semua Jenis Tanaman - Pupuk Tepung Mengatasi Virus Kuning Kerdil Padi, Pupuk Kalsium Padi Kerdil - Pupuk Daun Kuning Kerdil Padi di Sawah",Rp30.000,30 Terjual,KOTA TASIKMALAYA,https://shopee.co.id/FORTUNE-1-Kg-OBAT-HAMA-PENYAKIT-DAUN-KUNING-KERDIL-PADI-PALING-AMPUH-Bisa-untuk-Daun-Kuning-Pada-Semua-Jenis-Tanaman-Pupuk-Tepung-Mengatasi-Virus-Kuning-Kerdil-Padi-Pupuk-Kalsium-Padi-Kerdil-Pupuk-Daun-Kuning-Kerdil-Padi-di-Sawah-i.518687409.18951120761?sp_atk=366ad6e6-c853-4000-9e05-c56d929835e8&xptdk=366ad6e6-c853-4000-9e05-c56d929835e8
Pupuk Tanaman Pertanian HORTIGRO Calcium Fertilizer CNO,Rp50.000,12 Terjual,KAB. BLITAR,https://shopee.co.id/Pupuk-Tanaman-Pertanian-HORTIGRO-Calcium-Fertilizer-CNO-i.138597404.4944726851?sp_atk=5cf20fbb-ee99-4f1e-bb74-4e1b74748b3e&xptdk=5cf20fbb-ee99-4f1e-bb74-4e1b74748b3e
Pupuk Kalsium Hara Garuda 1Kg Mesh 3500 Lebih Lembut dan Cepat Larut,Rp20.000,17 Terjual,KOTA BANDUNG,https://shopee.co.id/Pupuk-Kalsium-Hara-Garuda-1Kg-Mesh-3500-Lebih-Lembut-dan-Cepat-Larut-i.189399543.17133058884?sp_atk=f5426905-d18f-40bf-9a48-9ecba2ba22d8&xptdk=f5426905-d18f-40bf-9a48-9ecba2ba22d8
CALCIUM CALBIT C 1 liter dr VALAGRO,Rp205.000,10 Terjual,KAB. JEPARA,https://shopee.co.id/CALCIUM-CALBIT-C-1-liter-dr-VALAGRO-i.773802476.23202405651?sp_atk=e040eda5-758d-4b87-9878-c50690875ffb&xptdk=e040eda5-758d-4b87-9878-c50690875ffb
calsium super java higros,Rp40.000,31 Terjual,KAB. LAMPUNG TENGAH,https://shopee.co.id/calsium-super-java-higros-i.118728392.14926325740?sp_atk=c6c6082e-0296-4c77-b96e-babf444b0d37&xptdk=c6c6082e-0296-4c77-b96e-babf444b0d37
Pupuk CANTIK Calsium Amonium Nitrat 1 Kg,Rp24.250,105 Terjual,KOTA BANDUNG,https://shopee.co.id/Pupuk-CANTIK-Calsium-Amonium-Nitrat-1-Kg-i.7101245.6748341476?sp_atk=1364aa7c-4d4a-4a6d-a28a-d44e05680f2c&xptdk=1364aa7c-4d4a-4a6d-a28a-d44e05680f2c
calcium ratu ganti kemasan FORTUNE mencegah rontok 100% larut,Rp21.000,43 Terjual,KAB. KEDIRI,https://shopee.co.id/calcium-ratu-ganti-kemasan-FORTUNE-mencegah-rontok-100-larut-i.355383589.9595703855?sp_atk=84a8ad99-57d0-4680-b427-40bf7edd74d2&xptdk=84a8ad99-57d0-4680-b427-40bf7edd74d2
Cng pak tani CN-G pak tani kalsium nitrat 1kg,Rp22.500,213 Terjual,KAB. PONOROGO,https://shopee.co.id/Cng-pak-tani-CN-G-pak-tani-kalsium-nitrat-1kg-i.40549037.21040190413?sp_atk=a3c7f2c9-205b-4549-9084-bbc6ef17ecda&xptdk=a3c7f2c9-205b-4549-9084-bbc6ef17ecda
Karate Plus Boroni 1 Kg Pupuk Kalsium Nitrat Plus Boron,Rp30.000,91 Terjual,KAB. MADIUN,https://shopee.co.id/Karate-Plus-Boroni-1-Kg-Pupuk-Kalsium-Nitrat-Plus-Boron-i.478334265.6393878790?sp_atk=9be2f426-4755-49ef-9c71-7613829c1986&xptdk=9be2f426-4755-49ef-9c71-7613829c1986
Pupuk Yaramila Tropicote 1 Kg / Pupuk Kalsium Nitrat / YARA,Rp17.000,16 Terjual,KOTA MAGELANG,https://shopee.co.id/Pupuk-Yaramila-Tropicote-1-Kg-Pupuk-Kalsium-Nitrat-YARA-i.465178929.12169168644?sp_atk=8727477b-2a44-4eac-9442-45065f557065&xptdk=8727477b-2a44-4eac-9442-45065f557065
KALSIUM MARAJA,Rp125.000,11 Terjual,KOTA MAKASSAR,https://shopee.co.id/KALSIUM-MARAJA-i.335744953.18125689836?sp_atk=9e6981ad-d3af-474d-bdc9-5b60da9738d3&xptdk=9e6981ad-d3af-474d-bdc9-5b60da9738d3
pupuk organik slow release original,Rp695.000,24 Terjual,KOTA BANDUNG,https://shopee.co.id/pupuk-organik-slow-release-original-i.129632550.21537939754?sp_atk=c11c3b78-03ba-424b-927c-08c0cb7243c7&xptdk=c11c3b78-03ba-424b-927c-08c0cb7243c7
"PUPUK TERBAIK..! TOP ZINK 150GR UNTUK MEMPERBANYAK ANAKAN PADI, CEGAH DAN ATASI ASEM ASEMAN",Rp35.000,"7,8RB Terjual",KAB. DEMAK,https://shopee.co.id/PUPUK-TERBAIK..!-TOP-ZINK-150GR-UNTUK-MEMPERBANYAK-ANAKAN-PADI-CEGAH-DAN-ATASI-ASEM-ASEMAN-i.223027966.15327864831?sp_atk=46b3ed7a-eb8b-453c-9689-a096b5b869af&xptdk=46b3ed7a-eb8b-453c-9689-a096b5b869af
Puritans Pride Absorbable Calcium 1200 mg Plus Vitamin D3 25 mcg ORIGINAL USA #6272 #6274 Untuk KERAPUHAN TULANG,Rp215.000 - Rp345.000,15 Terjual,KAB. BEKASI,https://shopee.co.id/Puritans-Pride-Absorbable-Calcium-1200-mg-Plus-Vitamin-D3-25-mcg-ORIGINAL-USA-6272-6274-Untuk-KERAPUHAN-TULANG-i.685870195.10987356089?sp_atk=32a53794-6376-4514-a79b-c71493c61822&xptdk=32a53794-6376-4514-a79b-c71493c61822
